egp_name,n_sas,soma_horas_sas,soma_loc,categoria_predominante,pipeline_family,n_sas_sem_dup,soma_horas_sas_sem_dup,soma_loc_sem_dup,categoria_egp,score_ponderado_egp,categoria_egp_sem_dup,score_ponderado_egp_sem_dup
CC_EAD_CALLCENTER_v01,9,55.92,1356,Trivial,CC_EAD_CALLCENTER,5,50.16,726,Complexo,3.5,Médio,3.1
CC_EAD_CALLCENTER_v011,14,31.72,2085,Trivial,CC_EAD_CALLCENTER,2,19.009999999999998,157,Médio,3.05,Médio,2.6
CC_EAD_CALLCENTER_v01salvou,9,31.86,1289,Trivial,CC_EAD_CALLCENTER_v01salvou,4,17.200000000000003,197,Complexo,3.5,Simples,2.1
CC_EAD_CALLCENTER_v01salvou2,10,39.16,1402,Trivial,CC_EAD_CALLCENTER_v01salvou2,3,22.85,205,Complexo,3.65,Médio,2.65
CC_EAD_CALLCENTER_v022,11,48.83,1438,Trivial,CC_EAD_CALLCENTER,4,41.15,529,Médio,3.35,Médio,3.2
CC_EAD_CALLCENTER_v044,12,31.01,1670,Trivial,CC_EAD_CALLCENTER,2,11.16,134,Complexo,3.5,Simples,2.1
CC_EAD_CC_v01,13,31.37,1614,Trivial,CC_EAD_CC,6,15.11,356,Médio,3.3,Simples,2.0
CC_PRESENCIAL,3,4.359999999999999,88,Trivial,CC_PRESENCIAL,3,4.359999999999999,88,Trivial,1.15,Trivial,1.15
CC_PRESENCIAL_CC_v01,4,6.8100000000000005,517,Trivial,CC_PRESENCIAL_CC,2,1.9000000000000001,87,Médio,2.6,Trivial,1.15
CC_PTC_v01,6,24.05,221,Trivial,CC_PTC,6,24.05,221,Simples,2.35,Simples,2.35
CC_PTC_v02,7,11.74,317,Trivial,CC_PTC,1,4.53,96,Médio,2.8,Trivial,1.5
CC_PTC_v02_teste,8,14.75,376,Trivial,CC_PTC_v02_teste,2,7.54,155,Médio,2.8,Trivial,1.6
CENSO19,27,93.17999999999999,2491,Trivial,CENSO19,27,93.17999999999999,2491,Simples,2.45,Simples,2.45
CHECK ETL P2 P3,2,9.06,138,Trivial,CHECK ETL P2 P3,2,9.06,138,Trivial,1.5,Trivial,1.5
CLINICAS - SUBIDA_CARGA_valida hora Razão,7,21.59,224,Trivial,CLINICAS - SUBIDA_CARGA_valida hora Razão,7,21.59,224,Simples,1.85,Simples,1.85
CMV_DEV,3,7.77,105,Trivial,CMV_DEV,3,7.77,105,Trivial,1.45,Trivial,1.45
CMV_FAT,3,8.02,94,Trivial,CMV_FAT,3,8.02,94,Trivial,1.15,Trivial,1.15
COB_OLIMPO_AUTOMACAO,1,43.16,839,Complexo,COB_OLIMPO_AUTOMACAO,1,43.16,839,Complexo,3.45,Complexo,3.45
COB_OLIMPO_AUTOMACAO_POR_ACORDO,1,17.6,486,Médio,COB_OLIMPO_AUTOMACAO_POR_ACORDO,1,17.6,486,Médio,2.6,Médio,2.6
CODIFICAÇÃO_SOMOS_TRATAMENTO,3,9.79,40,Trivial,CODIFICAÇÃO_SOMOS_TRATAMENTO,3,9.79,40,Trivial,1.35,Trivial,1.35
CODIFICAÇÃO_SOMOS_TRATAMENTO_V2,3,6.67,55,Trivial,CODIFICAÇÃO_SOMOS_TRATAMENTO,2,5.77,48,Trivial,1.3,Trivial,1.15
CONNECT_TO_SOFIA_ATHENAS,1,5.54,30,Trivial,CONNECT_TO_SOFIA_ATHENAS,1,5.54,30,Trivial,1.7,Trivial,1.7
CONSOLIDA_NEW_CCH,2,7.04,130,Trivial,CONSOLIDA_NEW_CCH,2,7.04,130,Trivial,1.5,Trivial,1.5
CONSOLIDA_NEW_MALTA,2,6.279999999999999,134,Trivial,CONSOLIDA_NEW_MALTA,2,6.279999999999999,134,Trivial,1.35,Trivial,1.35
CONSULTA_CLOSING_THE_GAP_241,15,45.71,519,Trivial,CONSULTA_CLOSING_THE_GAP_241,15,45.71,519,Simples,2.5,Simples,2.5
CONSULTA_CONVERSOES_REMAT_CTG_232_V2,33,85.06,1180,Trivial,CONSULTA_CONVERSOES_REMAT_CTG_232,31,83.03,1094,Médio,2.95,Médio,2.95
CONSULTA_CTG_241_CLEAN,10,29.369999999999997,397,Trivial,CONSULTA_CTG_241_CLEAN,10,29.369999999999997,397,Simples,2.0,Simples,2.0
CONSULTA_REMAT_CHAVE_CLEAN_242,24,64.59,911,Trivial,CONSULTA_REMAT_CHAVE_CLEAN_242,23,63.69,903,Médio,3.0,Médio,3.0
CONTROLE_REC_INDEVIDO_FIES,1,1.21,18,Trivial,CONTROLE_REC_INDEVIDO_FIES,0,0.0,0,Trivial,1.4,Trivial,
CONTROLE_REC_INDEVIDO_FIES (2),1,4.03,18,Trivial,CONTROLE_REC_INDEVIDO_FIES,1,4.03,18,Trivial,1.4,Trivial,1.4
CONTROLE_REC_INDEVIDO_FIES (3),1,1.21,18,Trivial,CONTROLE_REC_INDEVIDO_FIES,0,0.0,0,Trivial,1.4,Trivial,
CONTROLE_REC_INDEVIDO_FIES (4),1,1.21,18,Trivial,CONTROLE_REC_INDEVIDO_FIES,0,0.0,0,Trivial,1.4,Trivial,
CONTROLE_REC_INDEVIDO_FIES (5),1,1.21,18,Trivial,CONTROLE_REC_INDEVIDO_FIES,0,0.0,0,Trivial,1.4,Trivial,
CONTROLE_REC_INDEVIDO_FIES (6),1,1.21,18,Trivial,CONTROLE_REC_INDEVIDO_FIES,0,0.0,0,Trivial,1.4,Trivial,
CONTROLE_REC_INDEVIDO_FIES_2,10,8.4,94,Trivial,CONTROLE_REC_INDEVIDO_FIES_2,0,0.0,0,Simples,1.85,Simples,
CONTROLE_REC_INDEVIDO_FIES_2 (2),10,28.099999999999998,94,Trivial,CONTROLE_REC_INDEVIDO_FIES_2,10,28.099999999999998,94,Simples,1.85,Simples,1.85
CONTROLE_REC_INDEVIDO_FIES_2 (3),10,8.4,94,Trivial,CONTROLE_REC_INDEVIDO_FIES_2,0,0.0,0,Simples,1.85,Simples,
CONTROLE_REC_INDEVIDO_FIES_2 (4),10,8.4,94,Trivial,CONTROLE_REC_INDEVIDO_FIES_2,0,0.0,0,Simples,1.85,Simples,
CONTROLE_REC_INDEVIDO_FIES_2 (5),10,8.4,94,Trivial,CONTROLE_REC_INDEVIDO_FIES_2,0,0.0,0,Simples,1.85,Simples,
CONTROLE_REC_INDEVIDO_FIES_2 (6),10,8.4,94,Trivial,CONTROLE_REC_INDEVIDO_FIES_2,0,0.0,0,Simples,1.85,Simples,
CONVERSAO_ENGAJAMENTO_PTC_V01,5,14.76,173,Trivial,CONVERSAO_ENGAJAMENTO_PTC,5,14.76,173,Simples,2.0,Simples,2.0
CONVERSAO_ENGAJAMENTO_PTC_V02,5,18.98,383,Trivial,CONVERSAO_ENGAJAMENTO_PTC,4,17.62,343,Médio,2.6,Simples,2.3
CONVERSAO_ENGAJAMENTO_PTC_V03,7,19.64,262,Trivial,CONVERSAO_ENGAJAMENTO_PTC,6,18.28,154,Simples,2.0,Simples,1.85
CONVERSAO_ENGAJAMENTO_PTC_V04,13,23.59,722,Trivial,CONVERSAO_ENGAJAMENTO_PTC,5,14.3,288,Médio,3.1,Simples,2.35
CONVERSAO_ENGAJAMENTO_PTC_V04 (2),11,44.51,593,Trivial,CONVERSAO_ENGAJAMENTO_PTC,10,43.61,592,Médio,2.8,Médio,2.8
CONVERSAO_ENGAJAMENTO_PTC_V05,5,12.53,443,Trivial,CONVERSAO_ENGAJAMENTO_PTC,3,9.35,165,Simples,2.55,Simples,1.9
CONVERSAO_ENGAJAMENTO_PTC_V06,7,18.27,509,Trivial,CONVERSAO_ENGAJAMENTO_PTC,5,15.09,231,Médio,2.7,Simples,1.9
CONVERSAO_ENGAJAMENTO_PTC_V07,7,26.35,375,Trivial,CONVERSAO_ENGAJAMENTO_PTC,7,26.35,375,Médio,2.7,Médio,2.7
CONVERSAO_ENGAJAMENTO_PTC_V08,7,9.54,356,Trivial,CONVERSAO_ENGAJAMENTO_PTC,1,3.01,26,Simples,2.4,Trivial,1.2
CONVERSAO_ENG_PTC_EMAIL_v01,1,2.51,17,Trivial,CONVERSAO_ENG_PTC_EMAIL,1,2.51,17,Trivial,1.1,Trivial,1.1
CONVERSAO_ENG_PTC_SMS_v01,5,14.04,87,Trivial,CONVERSAO_ENG_PTC_SMS,5,14.04,87,Trivial,1.7,Trivial,1.7
CONVERSAO_OTIMIZACAO,1,17.52,711,Médio,CONVERSAO_OTIMIZACAO,1,17.52,711,Médio,2.65,Médio,2.65
CONVERSAO_OTIMIZACAO_ENTREGAFINAL,1,3.01,9,Trivial,CONVERSAO_OTIMIZACAO_ENTREGAFINAL,1,3.01,9,Trivial,1.2,Trivial,1.2
CONVERSAO_PEP_EMAIL_TOUCHPOINT,7,41.21,876,Trivial,CONVERSAO_PEP_EMAIL_TOUCHPOINT,7,41.21,876,Médio,2.6,Médio,2.6
CONVERSAO_PEP_EMAIL_v01,1,7.9,139,Simples,CONVERSAO_PEP_EMAIL,1,7.9,139,Simples,1.95,Simples,1.95
CONVERSAO_PEP_EMAIL_v102,6,33.37,2189,Trivial,CONVERSAO_PEP_EMAIL,6,33.37,2189,Médio,2.75,Médio,2.75
CONVERSAO_PEP_EMAIL_v103,12,41.13,1576,Trivial,CONVERSAO_PEP_EMAIL,10,37.48,517,Médio,2.9,Médio,2.6
CONV_ENG_PTC_DD_v01,2,4.21,28,Trivial,CONV_ENG_PTC_DD,2,4.21,28,Trivial,1.2,Trivial,1.2
CONV_ENG_PTC_v01,5,15.049999999999999,77,Trivial,CONV_ENG_PTC,5,15.049999999999999,77,Simples,1.9,Simples,1.9
CONV_ENG_PTC_v01_202508121704,4,12.05,89,Trivial,CONV_ENG_PTC_v01_202508121704,4,12.05,89,Trivial,1.7,Trivial,1.7
COPIA_TAB_AWS_SAS,2,20.22,186,Simples,COPIA_TAB_AWS_SAS,2,20.22,186,Simples,2.55,Simples,2.55
COPIA_TAB_AWS_SAS_260824,5,50.92,700,Simples,COPIA_TAB_AWS_SAS,5,50.92,700,Médio,3.35,Médio,3.35
CPF_CAIXA,2,9.77,92,Simples,CPF_CAIXA,2,9.77,92,Simples,2.1,Simples,2.1
CPF_CAIXA_2,6,23.41,593,Trivial,CPF_CAIXA_2,4,20.479999999999997,501,Médio,3.05,Simples,2.45
CPF_CAIXA_3,7,24.16,658,Trivial,CPF_CAIXA_3,4,20.479999999999997,556,Médio,3.2,Simples,2.45
CRUZAMENTOS,3,6.72,28,Trivial,CRUZAMENTOS,3,6.72,28,Trivial,1.2,Trivial,1.2
CRUZAMENTOS (2),2,7.800000000000001,24,Trivial,CRUZAMENTOS,2,7.800000000000001,24,Trivial,1.55,Trivial,1.55
CRUZAMENTO_ALUNMENS,1,4.03,16,Trivial,CRUZAMENTO_ALUNMENS,1,4.03,16,Trivial,1.4,Trivial,1.4
CTG_242_V2,14,51.1,1275,Trivial,CTG_242,12,49.3,1259,Médio,3.0,Médio,2.85
CUBOS,7,7.220000000000001,75,Trivial,CUBOS,0,0.0,0,Simples,2.15,Simples,
CUBOS (2),7,21.39,75,Trivial,CUBOS,7,21.39,75,Simples,2.15,Simples,2.15
CUT-OFF EDITORAS_V10,30,105.77,1740,Trivial,CUT-OFF EDITORAS,30,105.77,1740,Complexo,3.5,Complexo,3.5
CUT-OFF EDITORAS_V10_VASTA,38,92.1,2904,Trivial,CUT-OFF EDITORAS_V10_VASTA,21,74.89,1922,Complexo,3.8,Complexo,3.45
CUT-OFF EDITORAS_V11_VASTA,41,70.16,3672,Trivial,CUT-OFF EDITORAS_V11_VASTA,10,38.42,1158,Complexo,3.8,Médio,2.8
CUT-OFF EDITORAS_V12_VASTA_SABER,42,79.73,3848,Trivial,CUT-OFF EDITORAS_V12_VASTA_SABER,11,47.83,720,Complexo,3.95,Médio,3.3
CUT-OFF EDITORAS_V13_VASTA_SABER,44,61.99,3933,Trivial,CUT-OFF EDITORAS_V13_VASTA_SABER,5,19.61,258,Complexo,3.95,Simples,2.05
CUT-OFF EDITORAS_V14_VASTA_SABER,49,99.16,4087,Trivial,CUT-OFF EDITORAS_V14_VASTA_SABER,17,66.68,1278,Complexo,3.95,Complexo,3.5
CUT-OFF EDITORAS_V15_LIVRO_FACIL,33,73.71,1562,Trivial,CUT-OFF EDITORAS_V15_LIVRO_FACIL,17,57.55,881,Médio,3.35,Médio,2.95
CUT-OFF EDITORAS_V15_VASTA_SABER,49,60.24,4035,Trivial,CUT-OFF EDITORAS_V15_VASTA_SABER,3,12.07,145,Complexo,3.8,Simples,2.05
CUT-OFF EDITORAS_V16_VASTA_SABER,31,68.76,1889,Trivial,CUT-OFF EDITORAS_V16_VASTA_SABER,12,49.9,905,Complexo,3.5,Médio,3.05
CUT-OFF EDITORAS_V17_VASTA_SABER,31,33.82,1889,Trivial,CUT-OFF EDITORAS_V17_VASTA_SABER,0,0.0,0,Complexo,3.5,Complexo,
CUT-OFF EDITORAS_V18_VASTA_SABER,33,76.28999999999999,2167,Trivial,CUT-OFF EDITORAS_V18_VASTA_SABER,14,57.43,1183,Complexo,3.5,Médio,3.2
CUT-OFF EDITORAS_V7,30,56.64,1701,Trivial,CUT-OFF EDITORAS,10,36.95,696,Médio,3.35,Simples,2.3
CUT-OFF EDITORAS_V8,31,52.51,2233,Trivial,CUT-OFF EDITORAS,7,28.68,1078,Complexo,3.5,Médio,2.85
CUT-OFF EDITORAS_V9,40,57.09,2825,Trivial,CUT-OFF EDITORAS,6,22.119999999999997,201,Complexo,3.8,Simples,2.15
CUT-OFF EDITORAS_V9_TESTE,50,82.88,2925,Trivial,CUT-OFF EDITORAS_V9_TESTE,14,46.72,302,Complexo,3.95,Médio,2.85
CUT-OFF LIVRO FACIL_MARÇO2_V1,27,97.73,2262,Trivial,CUT-OFF LIVRO FACIL_MARÇO2,27,97.73,2262,Médio,2.95,Médio,2.95
CUT-OFF LIVRO FACIL_V2,30,47.95,2279,Trivial,CUT-OFF LIVRO FACIL,6,22.37,394,Médio,3.15,Simples,2.15
CUT-OFF LIVRO FACIL_V2.1,17,36.38,1230,Trivial,CUT-OFF LIVRO FACIL_V2.1,7,26.39,856,Médio,2.65,Simples,2.05
CUT-OFF LIVRO FACIL_V2.2_ENTREGOU,20,30.36,1356,Trivial,CUT-OFF LIVRO FACIL_V2.2_ENTREGOU,4,13.82,397,Médio,2.8,Trivial,1.65
Calculo AVP e RFOP Produtos Financeiros 2023 V5,54,569.49,9358,Trivial,Calculo AVP e RFOP Produtos Financeiros 2023,50,558.25,8614,Muito Complexo,4.8,Muito Complexo,4.8
Campanha_Calouros_v6_2,24,87.1,953,Trivial,Campanha_Calouros_v6_2,24,87.1,953,Médio,3.05,Médio,3.05
Campanha_Schoolastic_050224,4,4.4,100,Trivial,Campanha_Schoolastic,1,2.0,39,Trivial,1.65,Trivial,1.0
Campanha_Schoolastic_050224 (2),3,8.02,61,Trivial,Campanha_Schoolastic,3,8.02,61,Trivial,1.35,Trivial,1.35
Captacao_191_Curva_191_ORACLE,2,44.03,1233,Complexo,Captacao_191_Curva_191_ORACLE,2,44.03,1233,Complexo,3.4,Complexo,3.4
Captacao_191_Curva_191_ORACLE_1,2,15.01,1255,Complexo,Captacao_191_Curva_191_ORACLE_1,1,3.01,58,Complexo,3.4,Trivial,1.2
Captacao_191_e_Curva_191,2,12.9,1255,Complexo,Captacao_191_e_Curva_191,0,0.0,0,Complexo,3.4,Complexo,
Captacao_191_e_Curva_191 (2),2,12.9,1255,Complexo,Captacao_191_e_Curva_191,0,0.0,0,Complexo,3.4,Complexo,
Carga_CI360_Athenas_Sofia_Operacao_Business,5,25.84,340,Trivial,Carga_CI360_Athenas_Sofia_Operacao_Business,5,25.84,340,Médio,2.95,Médio,2.95
Carga_CR_EAD_Completo,15,29.59,1182,Trivial,Carga_CR_EAD_Completo,4,14.84,275,Médio,3.25,Simples,2.05
Carga_CR_Presencial_Completo,21,54.879999999999995,2389,Trivial,Carga_CR_Presencial_Completo,3,32.15,819,Complexo,3.5,Médio,3.05
Check Boletos Colaborar + Pix,7,20.57,193,Trivial,Check Boletos Colaborar + Pix,7,20.57,193,Simples,2.05,Simples,2.05
Check Boletos Colaborar + Pix_202411081603,7,12.479999999999999,193,Trivial,Check Boletos Colaborar + Pix_202411081603,3,9.03,145,Simples,2.05,Trivial,1.35
Check Cubo Rematrícula,5,14.549999999999999,73,Trivial,Check Cubo Rematrícula,5,14.549999999999999,73,Trivial,1.5,Trivial,1.5
Check Cursos que mudaram de modalidade,4,12.44,236,Trivial,Check Cursos que mudaram de modalidade,3,11.31,182,Simples,1.8,Trivial,1.5
Check Dados Matricula Pós-Grad,3,9.79,170,Trivial,Check Dados Matricula Pós-Grad,3,9.79,170,Trivial,1.35,Trivial,1.35
Check acordos Kroton,11,43.84,893,Trivial,Check acordos Kroton,11,43.84,893,Médio,3.2,Médio,3.2
Check acordos Vasta,1,9.16,123,Simples,Check acordos Vasta,1,9.16,123,Simples,2.05,Simples,2.05
Check de ajustes na BP para Rodar histórico da AWS,2,5.77,111,Trivial,Check de ajustes na BP para Rodar histórico da AWS,2,5.77,111,Trivial,1.4,Trivial,1.4
Check_SAS_18e19,1,5.54,161,Trivial,Check_SAS_18e19,1,5.54,161,Trivial,1.7,Trivial,1.7
Colaborar - Reconhecimento_Retroativo,5,4.74,437,Trivial,Colaborar - Reconhecimento_Retroativo,0,0.0,0,Trivial,1.65,Trivial,
Colaborar - Reconhecimento_Retroativo (2),5,14.620000000000001,437,Trivial,Colaborar - Reconhecimento_Retroativo,5,14.620000000000001,437,Trivial,1.65,Trivial,1.65
Colaborar - Reconhecimento_Retroativo (3),5,4.74,437,Trivial,Colaborar - Reconhecimento_Retroativo,0,0.0,0,Trivial,1.65,Trivial,
Colaborar - Reconhecimento_Retroativo (4),5,4.74,437,Trivial,Colaborar - Reconhecimento_Retroativo,0,0.0,0,Trivial,1.65,Trivial,
Colaborar - Reconhecimento_Retroativo (5),5,4.74,437,Trivial,Colaborar - Reconhecimento_Retroativo,0,0.0,0,Trivial,1.65,Trivial,
Colaborar - Reconhecimento_Retroativo (6),5,4.74,437,Trivial,Colaborar - Reconhecimento_Retroativo,0,0.0,0,Trivial,1.65,Trivial,
Compara_TABELAS,1,3.01,7,Trivial,Compara_TABELAS,1,3.01,7,Trivial,1.2,Trivial,1.2
Comparativo,7,24.32,234,Trivial,Comparativo,7,24.32,234,Simples,2.35,Simples,2.35
Comparativo Mensal,1,0.9,28,Trivial,Comparativo Mensal,0,0.0,0,Trivial,1.2,Trivial,
Comparativo Mensal (2),1,3.01,28,Trivial,Comparativo Mensal,1,3.01,28,Trivial,1.2,Trivial,1.2
Comparativo Mensal (3),1,0.9,28,Trivial,Comparativo Mensal,0,0.0,0,Trivial,1.2,Trivial,
Comparativo Mensal (4),1,0.9,28,Trivial,Comparativo Mensal,0,0.0,0,Trivial,1.2,Trivial,
Comparação,4,11.54,206,Trivial,Comparação,4,11.54,206,Trivial,1.6,Trivial,1.6
Compila acordos,9,9.64,734,Trivial,Compila acordos,0,0.0,0,Médio,2.85,Médio,
Compila acordos (2),9,18.45,734,Trivial,Compila acordos,3,12.58,350,Médio,2.85,Simples,2.3
Congela_Bases,2,2.19,89,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (10),2,7.29,87,Trivial,Congela_Bases,2,7.29,87,Trivial,1.75,Trivial,1.75
Congela_Bases (11),2,2.19,87,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (12),2,2.19,87,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (13),2,2.19,87,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (14),2,2.19,87,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (15),2,2.19,87,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (16),2,4.37,67,Trivial,Congela_Bases,1,3.77,55,Trivial,1.6,Trivial,1.35
Congela_Bases (17),2,1.73,67,Trivial,Congela_Bases,0,0.0,0,Trivial,1.6,Trivial,
Congela_Bases (18),2,1.73,67,Trivial,Congela_Bases,0,0.0,0,Trivial,1.6,Trivial,
Congela_Bases (19),2,1.73,67,Trivial,Congela_Bases,0,0.0,0,Trivial,1.6,Trivial,
Congela_Bases (2),2,5.89,89,Trivial,Congela_Bases,1,5.29,77,Trivial,1.75,Trivial,1.65
Congela_Bases (20),3,2.86,122,Trivial,Congela_Bases,0,0.0,0,Simples,2.0,Simples,
Congela_Bases (21),3,2.86,122,Trivial,Congela_Bases,0,0.0,0,Simples,2.0,Simples,
Congela_Bases (22),2,1.73,67,Trivial,Congela_Bases,0,0.0,0,Trivial,1.6,Trivial,
Congela_Bases (23),2,1.73,67,Trivial,Congela_Bases,0,0.0,0,Trivial,1.6,Trivial,
Congela_Bases (24),2,1.7999999999999998,13,Trivial,Congela_Bases,1,1.2,1,Trivial,1.0,Trivial,1.2
Congela_Bases (25),2,4.37,63,Trivial,Congela_Bases,1,3.77,51,Trivial,1.6,Trivial,1.35
Congela_Bases (26),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (27),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (28),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (29),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (3),2,2.19,89,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (30),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (31),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (32),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (33),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (34),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (35),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (36),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (37),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (38),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (39),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (4),2,2.19,89,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (40),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (41),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (42),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (43),2,3.61,61,Trivial,Congela_Bases,1,3.01,49,Trivial,1.45,Trivial,1.2
Congela_Bases (5),2,2.19,89,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (6),2,2.19,89,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (7),2,2.19,89,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Congela_Bases (8),2,5.89,89,Trivial,Congela_Bases,1,5.29,77,Trivial,1.75,Trivial,1.65
Congela_Bases (9),2,2.19,89,Trivial,Congela_Bases,0,0.0,0,Trivial,1.75,Trivial,
Consulta matriculas evadidas nde Athenas na captação analítico,1,3.01,15,Trivial,Consulta matriculas evadidas nde Athenas na captação analítico,1,3.01,15,Trivial,1.2,Trivial,1.2
Consulta_Historico_Campanhas,10,26.83,213,Trivial,Consulta_Historico_Campanhas,10,26.83,213,Simples,2.2,Simples,2.2
Consulta_Historico_Campanhas (2),16,68.36,1010,Trivial,Consulta_Historico_Campanhas,16,68.36,1010,Médio,2.95,Médio,2.95
Consumo de Crédito v2,66,219.25,2394,Trivial,Consumo de Crédito,65,218.35,2393,Complexo,4.1,Complexo,4.1
Contabilizar Gap_Save mensalmente - Dez21,3,15.91,207,Trivial,Contabilizar Gap_Save mensalmente - Dez21,3,15.91,207,Simples,2.35,Simples,2.35
Contabilizar Gap_Save mensalmente - Mar22,3,19.24,330,Trivial,Contabilizar Gap_Save mensalmente - Mar22,3,19.24,330,Simples,2.4,Simples,2.4
Contas_Unifica,1,0.9,4,Trivial,Contas_Unifica,0,0.0,0,Trivial,1.2,Trivial,
Contas_Unifica (2),1,3.01,4,Trivial,Contas_Unifica,1,3.01,4,Trivial,1.2,Trivial,1.2
Contas_Unifica (3),1,0.9,4,Trivial,Contas_Unifica,0,0.0,0,Trivial,1.2,Trivial,
Contas_Unifica (4),1,0.9,4,Trivial,Contas_Unifica,0,0.0,0,Trivial,1.2,Trivial,
Contas_Unifica (5),1,0.9,4,Trivial,Contas_Unifica,0,0.0,0,Trivial,1.2,Trivial,
Contas_Unifica (6),1,0.9,4,Trivial,Contas_Unifica,0,0.0,0,Trivial,1.2,Trivial,
Conversao CSAT_252,5,13.25,105,Trivial,Conversao CSAT_252,5,13.25,105,Trivial,1.65,Trivial,1.65
Conversao_2025,4,12.809999999999999,141,Trivial,Conversao_2025,4,12.809999999999999,141,Trivial,1.6,Trivial,1.6
Conversao_Aceite_Contrato_2026_V9_Final,4,10.02,131,Trivial,Conversao_Aceite_Contrato_2026_V9_Final,4,10.02,131,Trivial,1.75,Trivial,1.75
Conversao_Colacao_Grau_Email_Sms,2,2.42,62,Trivial,Conversao_Colacao_Grau_Email_Sms,0,0.0,0,Trivial,1.75,Trivial,
Conversao_Colacao_Grau_Email_Sms (2),2,10.08,92,Trivial,Conversao_Colacao_Grau_Email_Sms,2,10.08,92,Simples,1.95,Simples,1.95
Conversao_Colacao_Grau_Email_Sms (3),2,8.06,62,Trivial,Conversao_Colacao_Grau_Email_Sms,2,8.06,62,Trivial,1.75,Trivial,1.75
Conversao_Colacao_Grau_Email_Sms (4),2,2.42,62,Trivial,Conversao_Colacao_Grau_Email_Sms,0,0.0,0,Trivial,1.75,Trivial,
Conversao_Colacao_Grau_Email_Sms_070324,2,10.08,78,Trivial,Conversao_Colacao_Grau_Email_Sms,2,10.08,78,Simples,1.95,Simples,1.95
Conversao_Colacao_Grau_Email_Sms_150224,2,2.41,41,Trivial,Conversao_Colacao_Grau_Email_Sms,1,1.2,1,Trivial,1.4,Trivial,1.2
Conversao_Colacao_Grau_Email_Sms_150224 (2),2,7.04,57,Trivial,Conversao_Colacao_Grau_Email_Sms,2,7.04,57,Trivial,1.75,Trivial,1.75
Conversao_Colacao_Grau_Email_Sms_EAD,4,12.06,120,Trivial,Conversao_Colacao_Grau_Email_Sms_EAD,3,10.55,81,Simples,2.1,Simples,1.8
Conversao_Colacao_Grau_Email_Sms_Presencial,3,12.07,160,Trivial,Conversao_Colacao_Grau_Email_Sms_Presencial,3,12.07,160,Simples,1.9,Simples,1.9
Conversao_Diploma_Digital_200324,7,27.13,196,Trivial,Conversao_Diploma_Digital,7,27.13,196,Simples,2.35,Simples,2.35
Conversao_Diploma_Digital_EAD,2,10.84,95,Trivial,Conversao_Diploma_Digital_EAD,2,10.84,95,Simples,1.95,Simples,1.95
