egp_name,n_sas,soma_horas_sas,soma_loc,categoria_predominante,pipeline_family,n_sas_sem_dup,soma_horas_sas_sem_dup,soma_loc_sem_dup,categoria_egp,score_ponderado_egp,categoria_egp_sem_dup,score_ponderado_egp_sem_dup
RANKING_UNIDADES_V6,23,53.8,1315,Trivial,RANKING_UNIDADES,15,45.14,734,Médio,3.15,Médio,2.95
RANKING_UNIDADES_V7,25,35.16,1253,Trivial,RANKING_UNIDADES,6,17.57,265,Médio,3.05,Simples,1.8
RAZAO_MULTI_V3,2,16.74,353,Simples,RAZAO_MULTI,2,16.74,353,Médio,2.75,Médio,2.75
REAJUSTE_EAD,2,6.02,44,Trivial,REAJUSTE_EAD,2,6.02,44,Trivial,1.2,Trivial,1.2
REAJUSTE_EAD_gui,7,23.86,458,Trivial,REAJUSTE_EAD_gui,7,23.86,458,Simples,2.3,Simples,2.3
RECEBIMENTOS,3,12.32,346,Trivial,RECEBIMENTOS,3,12.32,346,Simples,1.85,Simples,1.85
RECEBIMENTOS2,5,12.809999999999999,643,Trivial,RECEBIMENTOS2,3,10.55,325,Trivial,1.55,Trivial,1.65
RECEITA-ORCAMENTO-CAPTACAO-252 070825,11,80.05,15647,Simples,RECEITA-ORCAMENTO-CAPTACAO-252 070825,5,64.37,7765,Complexo,3.6,Complexo,3.6
RECEITA_PMT_EAD_QUEBRA,1,3.01,33,Trivial,RECEITA_PMT_EAD_QUEBRA,1,3.01,33,Trivial,1.2,Trivial,1.2
RECEITA_PMT_EAD_QUEBRA (2),1,3.01,33,Trivial,RECEITA_PMT_EAD_QUEBRA,1,3.01,33,Trivial,1.2,Trivial,1.2
RECONHECIMENTO_RECEITA_MENSAL3,5,11.280000000000001,521,Simples,RECONHECIMENTO_RECEITA_MENSAL3,0,0.0,0,Médio,3.3,Médio,
RECONHECIMENTO_RECEITA_MENSAL3 (2),5,37.57,521,Simples,RECONHECIMENTO_RECEITA_MENSAL3,5,37.57,521,Médio,3.3,Médio,3.3
RECONHECIMENTO_RECEITA_MENSAL3 (3),5,11.280000000000001,521,Simples,RECONHECIMENTO_RECEITA_MENSAL3,0,0.0,0,Médio,3.3,Médio,
RECONHECIMENTO_RECEITA_MENSAL3 (4),5,11.280000000000001,521,Simples,RECONHECIMENTO_RECEITA_MENSAL3,0,0.0,0,Médio,3.3,Médio,
RECONHECIMENTO_RECEITA_MENSAL3 (5),5,11.280000000000001,521,Simples,RECONHECIMENTO_RECEITA_MENSAL3,0,0.0,0,Médio,3.3,Médio,
RECONHECIMENTO_RECEITA_MENSAL3 (6),5,11.280000000000001,521,Simples,RECONHECIMENTO_RECEITA_MENSAL3,0,0.0,0,Médio,3.3,Médio,
RECONHECIMENTO_RECEITA_SERVS2,1,0.9,11,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.2,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (10),1,5.54,48,Trivial,RECONHECIMENTO_RECEITA_SERVS2,1,5.54,48,Trivial,1.7,Trivial,1.7
RECONHECIMENTO_RECEITA_SERVS2 (11),1,1.66,48,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.7,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (12),1,1.66,48,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.7,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (2),1,3.01,11,Trivial,RECONHECIMENTO_RECEITA_SERVS2,1,3.01,11,Trivial,1.2,Trivial,1.2
RECONHECIMENTO_RECEITA_SERVS2 (3),1,0.9,11,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.2,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (4),1,0.9,11,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.2,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (5),1,0.9,11,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.2,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (6),1,0.9,11,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.2,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (7),1,1.66,48,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.7,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (8),1,1.66,48,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.7,Trivial,
RECONHECIMENTO_RECEITA_SERVS2 (9),1,1.66,48,Trivial,RECONHECIMENTO_RECEITA_SERVS2,0,0.0,0,Trivial,1.7,Trivial,
RECUSA_CARTAO,1,3.01,1,Trivial,RECUSA_CARTAO,1,3.01,1,Trivial,1.2,Trivial,1.2
REFATURAMENTO_ATUAL,1,2.37,142,Simples,REFATURAMENTO_ATUAL,0,0.0,0,Simples,1.95,Simples,
REFATURAMENTO_ATUAL (2),1,7.9,142,Simples,REFATURAMENTO_ATUAL,1,7.9,142,Simples,1.95,Simples,1.95
REMARCAÇÕES,36,187.32999999999998,4506,Trivial,REMARCAÇÕES,31,181.68,4254,Complexo,3.8,Complexo,3.5
REMARCAÇÕES_202110,15,75.62,1684,Trivial,REMARCAÇÕES,15,75.62,1684,Complexo,3.5,Complexo,3.5
REMARCAÇÕES_202111,15,64.74,1774,Trivial,REMARCAÇÕES,9,59.56,1689,Complexo,3.65,Médio,3.35
REMARCAÇÕES_202112,16,67.75,1782,Trivial,REMARCAÇÕES,10,62.57,1697,Complexo,3.65,Médio,3.35
REMARCAÇÕES_202201,16,62.5,1783,Trivial,REMARCAÇÕES,8,55.29,1605,Complexo,3.65,Médio,3.35
REMARCAÇÕES_202202,16,65.64,1750,Trivial,REMARCAÇÕES,9,59.56,1657,Complexo,3.5,Médio,3.2
REMARCAÇÕES_202204,16,63.11,1672,Trivial,REMARCAÇÕES,9,57.03,1579,Complexo,3.5,Médio,3.2
REMARCAÇÕES_202205,22,27.69,1779,Trivial,REMARCAÇÕES,0,0.0,0,Complexo,3.8,Complexo,
REMARCAÇÕES_202205 (2),22,78.55,1779,Trivial,REMARCAÇÕES,16,73.6,1725,Complexo,3.8,Complexo,3.5
REMARCAÇÕES_202205 (3),22,27.69,1779,Trivial,REMARCAÇÕES,0,0.0,0,Complexo,3.8,Complexo,
REMARCAÇÕES_202205 (4),22,27.69,1779,Trivial,REMARCAÇÕES,0,0.0,0,Complexo,3.8,Complexo,
REMARCAÇÕES_202205 (5),22,27.69,1779,Trivial,REMARCAÇÕES,0,0.0,0,Complexo,3.8,Complexo,
REMARCAÇÕES_202205 (6),22,27.69,1779,Trivial,REMARCAÇÕES,0,0.0,0,Complexo,3.8,Complexo,
REMARCAÇÕES_202205 (7),22,27.69,1779,Trivial,REMARCAÇÕES,0,0.0,0,Complexo,3.8,Complexo,
REMARCAÇÕES_202205 (8),22,27.69,1779,Trivial,REMARCAÇÕES,0,0.0,0,Complexo,3.8,Complexo,
REMARCAÇÕES_202207291126,34,141.82,4780,Trivial,REMARCAÇÕES_202207291126,19,116.1,3199,Complexo,3.65,Médio,3.35
REMARCAÇÕES_2022209,14,67.12,1756,Trivial,REMARCAÇÕES,9,63.07,1710,Complexo,3.65,Complexo,3.5
REMAT_MAIOR_QUE_BIS,2,6.779999999999999,29,Trivial,REMAT_MAIOR_QUE_BIS,2,6.779999999999999,29,Trivial,1.35,Trivial,1.35
REPASSE_,8,35.0,335,Trivial,REPASSE_,8,35.0,335,Médio,2.8,Médio,2.8
REPLICAR_TABELAS_SAS_PROJETO_FECHAMENTO - FATURAS,1,2.76,9,Trivial,REPLICAR_TABELAS_SAS_PROJETO_FECHAMENTO - FATURAS,1,2.76,9,Trivial,1.15,Trivial,1.15
REPLICAR_TABELAS_SAS_PROJETO_FECHAMENTO - ROL_MKT,1,2.76,16,Trivial,REPLICAR_TABELAS_SAS_PROJETO_FECHAMENTO - ROL_MKT,1,2.76,16,Trivial,1.15,Trivial,1.15
REPLICAR_TGT_EVASAO_DECLARADA,1,3.27,28,Trivial,REPLICAR_TGT_EVASAO_DECLARADA,1,3.27,28,Trivial,1.25,Trivial,1.25
REPORT_PROJECT,2,4.0,83,Trivial,REPORT_PROJECT,2,4.0,83,Trivial,1.3,Trivial,1.3
REV_REC_FIES - SUBIDA_CARGA_valida hora Razão,1,3.27,41,Trivial,REV_REC_FIES - SUBIDA_CARGA_valida hora Razão,1,3.27,41,Trivial,1.25,Trivial,1.25
RMT_242_FALSO_FORMANDO,27,134.99,2080,Trivial,RMT_242_FALSO_FORMANDO,26,134.09,2071,Muito Complexo,4.4,Muito Complexo,4.4
RMT_242_LEG_PROUNI,32,105.16,2022,Trivial,RMT_242_LEG_PROUNI,20,90.64,1416,Complexo,4.15,Complexo,3.85
RMT_242_LEG_VENC_ADI,31,61.8,2101,Trivial,RMT_242_LEG_VENC_ADI,7,31.79,613,Muito Complexo,4.3,Médio,2.6
RMT_242_LEG_VENC_ADI (2),28,82.97,2250,Trivial,RMT_242_LEG_VENC_ADI,10,59.36,1146,Muito Complexo,4.55,Complexo,3.65
RMT_242_LEG_VENC_INA,31,60.43,2161,Trivial,RMT_242_LEG_VENC_INA,6,29.29,589,Muito Complexo,4.3,Médio,2.6
RMT_242_LEG_VENC_INA (2),28,64.75,2295,Trivial,RMT_242_LEG_VENC_INA,7,32.57,646,Muito Complexo,4.55,Médio,2.9
RMT_242_MED_PRAZO_FINAL,27,70.17,2093,Trivial,RMT_242_MED_PRAZO_FINAL,5,42.56,829,Muito Complexo,4.4,Médio,3.05
RN_CONVERSAO_2024,3,18.35,369,Trivial,RN_CONVERSAO_2024,3,18.35,369,Simples,2.3,Simples,2.3
ROL,7,37.7,790,Trivial,ROL,5,35.67,724,Complexo,3.5,Complexo,3.5
ROLLBACK COM AWS,2,8.05,1379,Trivial,ROLLBACK COM AWS,2,8.05,1379,Simples,1.8,Simples,1.8
RVV,2,16.6,176,Simples,RVV,2,16.6,176,Simples,2.4,Simples,2.4
Reajuste e Escadinha 20232,7,23.61,243,Trivial,Reajuste e Escadinha 20232,7,23.61,243,Simples,2.05,Simples,2.05
Receita Intercompany_LF,22,76.67999999999999,951,Trivial,Receita Intercompany_LF,22,76.67999999999999,951,Médio,3.3,Médio,3.3
Receita Intercompany_v3,17,36.63,849,Trivial,Receita Intercompany,5,25.22,510,Médio,3.3,Médio,2.85
Receita Intercompany_v4,16,44.33,900,Trivial,Receita Intercompany,10,38.44,394,Médio,3.15,Médio,2.7
Receita Intercompany_v5,14,59.53,954,Trivial,Receita Intercompany,11,57.28,840,Complexo,3.65,Complexo,3.65
Reconhecimento cartão,3,9.79,132,Trivial,Reconhecimento cartão,3,9.79,132,Trivial,1.35,Trivial,1.35
Reconhecimento cartão2,8,20.09,343,Trivial,Reconhecimento cartão2,6,18.06,232,Trivial,1.4,Trivial,1.4
Reconstrução de CR EAD,2,47.54,1360,Complexo,Reconstrução de CR EAD,1,46.33,1289,Complexo,3.5,Complexo,3.5
Reconstrução de CR PRES,4,59.59,1925,Trivial,Reconstrução de CR PRES,1,55.82,1715,Complexo,3.8,Complexo,3.65
Refatorar_query,1,3.01,11,Trivial,Refatorar_query,1,3.01,11,Trivial,1.2,Trivial,1.2
Refatorar_query (2),1,3.01,6,Trivial,Refatorar_query,1,3.01,6,Trivial,1.2,Trivial,1.2
Regra_Nova_Conversao_2024r,5,35.55,1373,Simples,Regra_Nova_Conversao_2024r,5,35.55,1373,Médio,2.6,Médio,2.6
Regra_Nova_Conversao_DT_RESPOSTA_DIRETA,9,46.28,1202,Trivial,Regra_Nova_Conversao_DT_RESPOSTA_DIRETA,9,46.28,1202,Médio,2.75,Médio,2.75
Regra_Nova_Conversao_DT_RESPOSTA_DIRETA_202412052333,9,18.63,1126,Trivial,Regra_Nova_Conversao_DT_RESPOSTA_DIRETA_202412052333,2,6.02,12,Médio,2.75,Trivial,1.4
Relatório CPV V8 1,12,86.25,1322,Trivial,Relatório CPV V8 1,12,86.25,1322,Complexo,3.8,Complexo,3.8
Relatório ESG 2023 - Dados de Matrículas,4,18.33,265,Trivial,Relatório ESG 2023 - Dados de Matrículas,4,18.33,265,Simples,2.1,Simples,2.1
Relatório ESG 2024 - Dados de Matrículas,4,12.39,265,Trivial,Relatório ESG 2024 - Dados de Matrículas,2,9.31,139,Simples,2.2,Trivial,1.7
Remat de alunos formados,3,13.8,122,Trivial,Remat de alunos formados,3,13.8,122,Simples,2.15,Simples,2.15
Rematricula_ADOBE,1,4.65,1575,Simples,Rematricula_ADOBE,0,0.0,0,Simples,2.55,Simples,
Rematricula_ADOBE (2),1,4.65,1575,Simples,Rematricula_ADOBE,0,0.0,0,Simples,2.55,Simples,
Rematricula_ADOBE - Teste,1,4.65,1575,Simples,Rematricula_ADOBE - Teste,0,0.0,0,Simples,2.55,Simples,
Rematricula_ADOBE - Teste (2),1,4.65,1575,Simples,Rematricula_ADOBE - Teste,0,0.0,0,Simples,2.55,Simples,
Rematricula_Documento_Pendente,3,28.22,753,Simples,Rematricula_Documento_Pendente,2,20.23,336,Complexo,3.4,Médio,2.8
Renomear campos EAD,1,2.76,299,Trivial,Renomear campos EAD,1,2.76,299,Trivial,1.15,Trivial,1.15
Repasse Unopar_VF,6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (10),6,19.08,184,Trivial,Repasse Unopar_VF,6,19.08,184,Simples,1.9,Simples,1.9
Repasse Unopar_VF (100),14,33.62,449,Trivial,Repasse Unopar_VF,11,30.61,412,Simples,2.25,Simples,1.85
Repasse Unopar_VF (101),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (102),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (103),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (104),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (105),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (106),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (107),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (108),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (109),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (11),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (110),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (111),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (112),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (113),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (114),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (115),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (116),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (117),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (118),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (119),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (12),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (120),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (121),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (122),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (123),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (124),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (125),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (126),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (127),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (128),14,12.16,449,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (129),13,13.37,383,Trivial,Repasse Unopar_VF,1,3.01,12,Simples,2.25,Trivial,1.2
Repasse Unopar_VF (13),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (130),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (131),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (132),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (133),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (134),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (135),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (136),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (137),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (138),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (139),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (14),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (140),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (141),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (142),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (143),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (144),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (145),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (146),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (147),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (148),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (149),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (15),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (150),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (151),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (152),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (153),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (154),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (155),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (156),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (157),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (158),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (159),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (16),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (160),13,11.26,383,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,2.25,Simples,
Repasse Unopar_VF (17),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (18),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (19),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (2),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (20),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (21),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (22),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (23),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (24),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (25),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (26),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (27),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (28),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (29),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (3),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (30),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (31),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (32),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (33),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (34),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (35),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (36),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (37),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (38),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (39),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (4),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (40),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (41),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (42),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (43),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (44),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (45),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (46),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (47),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (48),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (49),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (5),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (50),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (51),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (52),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (53),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (54),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (55),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (56),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (57),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (58),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (59),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (6),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (60),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (61),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (62),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
Repasse Unopar_VF (63),6,5.71,184,Trivial,Repasse Unopar_VF,0,0.0,0,Simples,1.9,Simples,
